parameter,measure_id,measure,metric_id,location_id,age_group_id,sex_id,location_name,sex,age,mean,lower,upper
Severe anemia,5,prevalence,count,15,169,2,Myanmar,Female,Reproductive age,160653.5419,124021.5004,203781.0153
Total anemia,3,ylds,rate,15,169,2,Myanmar,Female,Reproductive age,0.010412823,0.006517694,0.015267587
Mild anemia,3,ylds,rate,15,169,2,Myanmar,Female,Reproductive age,0.000702375,0.000252989,0.00157041
Moderate anemia,3,ylds,rate,15,169,2,Myanmar,Female,Reproductive age,0.008468403,0.005330511,0.012508059
Severe anemia,3,ylds,rate,15,169,2,Myanmar,Female,Reproductive age,0.001242045,0.000758601,0.00185544
Total anemia,5,prevalence,rate,15,169,2,Myanmar,Female,Reproductive age,0.364555597,0.336309267,0.397917351
Mild anemia,5,prevalence,rate,15,169,2,Myanmar,Female,Reproductive age,0.190555639,0.178205094,0.203670434
Moderate anemia,5,prevalence,rate,15,169,2,Myanmar,Female,Reproductive age,0.165537248,0.146703373,0.187839143
Severe anemia,5,prevalence,rate,15,169,2,Myanmar,Female,Reproductive age,0.00846271,0.006527753,0.010722876
Maternal disorder burden attributable to iron deficiency,2,dalys,count,15,169,2,Myanmar,female,Reproductive age,18338.7141,6510.127391,33086.16159
Maternal disorder burden attributable to iron deficiency,2,dalys,rate,15,169,2,Myanmar,female,Reproductive age,0.000964976,0.00034256,0.001740981
Total iron responsive anemia,3,ylds,rate,164,169,2,Nepal,Female,Reproductive age,0.009529037,0.006057389,0.014079579
Total iron responsive anemia,5,prevalence,count,164,169,2,Nepal,Female,Reproductive age,3519402.426,3082383.798,3990002.559
Total iron responsive anemia,5,prevalence,rate,164,169,2,Nepal,Female,Reproductive age,0.319233474,0.279592945,0.361920071
Total iron responsive anemia,3,ylds,count,164,169,2,Nepal,Female,Reproductive age,105053.2583,66779.93061,155220.8925
Total iron responsive anemia,5,prevalence,count,164,1,3,Nepal,Both,Under Five,1526322.164,1276050.093,1797951.016
Total iron responsive anemia,3,ylds,rate,164,1,3,Nepal,Both,Under Five,0.013048339,0.007982318,0.020220984
Total iron responsive anemia,5,prevalence,rate,164,1,3,Nepal,Both,Under Five,0.509458821,0.425922516,0.600123635
Total iron responsive anemia,3,ylds,count,164,1,3,Nepal,Both,Under Five,39092.40242,23914.7664,60581.4144
Mean hemoglobin concentration,n/a,g/L,g/L,164,1,3,Nepal,Both,Under five,108.4655745,105.7476045,111.0363236
Mean hemoglobin concentration,n/a,g/L,g/L,164,169,2,Nepal,Female,Reproductive age,123.0329131,121.3062806,124.7376218
Total anemia,5,prevalence,count,164,1,3,Nepal,Both,Under Five,1609401.009,1346988.66,1887311.519
Mild anemia,5,prevalence,count,164,1,3,Nepal,Both,Under Five,898288.7993,788037.6924,1007983.217
Moderate anemia,5,prevalence,count,164,1,3,Nepal,Both,Under Five,693000.988,528649.3372,890377.8432
Severe anemia,5,prevalence,count,164,1,3,Nepal,Both,Under Five,18111.22209,11291.17441,27220.42804
Total anemia,3,ylds,count,164,1,3,Nepal,Both,Under Five,41425.20911,25237.14018,64627.30717
Mild anemia,3,ylds,count,164,1,3,Nepal,Both,Under Five,3313.746743,1173.823946,7487.448572
Moderate anemia,3,ylds,count,164,1,3,Nepal,Both,Under Five,35465.36137,21599.57857,54810.24366
Severe anemia,3,ylds,count,164,1,3,Nepal,Both,Under Five,2646.100997,1459.530255,4288.639408
Total anemia,5,prevalence,rate,164,1,3,Nepal,Both,Under Five,0.537189042,0.449600531,0.62995056
Mild anemia,5,prevalence,rate,164,1,3,Nepal,Both,Under Five,0.299832607,0.263032775,0.336446626
Moderate anemia,5,prevalence,rate,164,1,3,Nepal,Both,Under Five,0.231311236,0.176453618,0.297192072
Severe anemia,5,prevalence,rate,164,1,3,Nepal,Both,Under Five,0.006045199,0.00376879,0.009085688
Total anemia,3,ylds,rate,164,1,3,Nepal,Both,Under Five,0.013826988,0.008423702,0.02157143
Mild anemia,3,ylds,rate,164,1,3,Nepal,Both,Under Five,0.001106069,0.000391801,0.002499175
Moderate anemia,3,ylds,rate,164,1,3,Nepal,Both,Under Five,0.011837698,0.00720955,0.018294671
Severe anemia,3,ylds,rate,164,1,3,Nepal,Both,Under Five,0.000883221,0.000487165,0.001431471
Total anemia,3,ylds,count,164,169,2,Nepal,Female,Reproductive age,110535.7792,67315.92469,166263.2588
Mild anemia,3,ylds,count,164,169,2,Nepal,Female,Reproductive age,7419.927869,2648.237864,16409.94995
Moderate anemia,3,ylds,count,164,169,2,Nepal,Female,Reproductive age,90079.25329,54899.25932,135467.7262
Severe anemia,3,ylds,count,164,169,2,Nepal,Female,Reproductive age,13036.59808,7869.560389,20354.28151
Total anemia,5,prevalence,count,164,169,2,Nepal,Female,Reproductive age,3862013.679,3403032.351,4347907.246
Mild anemia,5,prevalence,count,164,169,2,Nepal,Female,Reproductive age,2011759.258,1828650.038,2209170.909
Moderate anemia,5,prevalence,count,164,169,2,Nepal,Female,Reproductive age,1761354.39,1463536.901,2079938.38
Severe anemia,5,prevalence,count,164,169,2,Nepal,Female,Reproductive age,88900.03035,65513.36346,117126.9374
Total anemia,3,ylds,rate,164,169,2,Nepal,Female,Reproductive age,0.010032743,0.006127597,0.015081196
Mild anemia,3,ylds,rate,164,169,2,Nepal,Female,Reproductive age,0.000673344,0.000240807,0.001488493
Moderate anemia,3,ylds,rate,164,169,2,Nepal,Female,Reproductive age,0.008176058,0.005005957,0.012287834
Severe anemia,3,ylds,rate,164,169,2,Nepal,Female,Reproductive age,0.001183341,0.000713874,0.00184627
Total anemia,5,prevalence,rate,164,169,2,Nepal,Female,Reproductive age,0.350624509,0.30951648,0.394384434
Mild anemia,5,prevalence,rate,164,169,2,Nepal,Female,Reproductive age,0.182652317,0.166047502,0.200386662
Moderate anemia,5,prevalence,rate,164,169,2,Nepal,Female,Reproductive age,0.159902034,0.132843346,0.188664402
Severe anemia,5,prevalence,rate,164,169,2,Nepal,Female,Reproductive age,0.008070157,0.005946268,0.010624201
Maternal disorder burden attributable to iron deficiency,2,dalys,count,164,169,2,Nepal,female,Reproductive age,18608.57624,6539.123047,32555.41051
Maternal disorder burden attributable to iron deficiency,2,dalys,rate,164,169,2,Nepal,female,Reproductive age,0.001687923,0.000593142,0.002952995
Total iron responsive anemia,5,prevalence,rate,213,169,2,Niger,Female,Reproductive age,0.238950058,0.193418901,0.280704165
Total iron responsive anemia,3,ylds,count,213,169,2,Niger,Female,Reproductive age,58348.0275,37053.74022,87751.71381
Total iron responsive anemia,3,ylds,rate,213,169,2,Niger,Female,Reproductive age,0.008658639,0.005498643,0.013022041
Total iron responsive anemia,5,prevalence,count,213,169,2,Niger,Female,Reproductive age,1610214.382,1303393.263,1891583.067
Total iron responsive anemia,3,ylds,rate,213,1,3,Niger,Both,Under Five,0.019149856,0.012083843,0.028539123
Total iron responsive anemia,5,prevalence,rate,213,1,3,Niger,Both,Under Five,0.57532434,0.504081912,0.640298667
Total iron responsive anemia,3,ylds,count,213,1,3,Niger,Both,Under Five,92931.63842,58641.24257,138496.4692
Total iron responsive anemia,5,prevalence,count,213,1,3,Niger,Both,Under Five,2791970.555,2446240.769,3107282.105
Mean hemoglobin concentration,n/a,g/L,g/L,213,1,3,Niger,Both,Under five,101.4790457,99.00207144,103.836821
Mean hemoglobin concentration,n/a,g/L,g/L,213,169,2,Niger,Female,Reproductive age,119.0469549,117.203132,121.0690222
Total anemia,5,prevalence,count,213,1,3,Niger,Both,Under Five,3455976.676,3125866.955,3777830.71
Mild anemia,5,prevalence,count,213,1,3,Niger,Both,Under Five,1313258.287,1206120.167,1420264.717
Moderate anemia,5,prevalence,count,213,1,3,Niger,Both,Under Five,1991809.539,1717452.103,2296589.282
Severe anemia,5,prevalence,count,213,1,3,Niger,Both,Under Five,150908.8498,105106.5011,207226.1646
Total anemia,3,ylds,count,213,1,3,Niger,Both,Under Five,128263.6622,81899.44869,189889.1333
Mild anemia,3,ylds,count,213,1,3,Niger,Both,Under Five,4830.746507,1690.988089,10833.23715
Moderate anemia,3,ylds,count,213,1,3,Niger,Both,Under Five,101472.2466,64503.53919,149793.3035
Severe anemia,3,ylds,count,213,1,3,Niger,Both,Under Five,21960.66912,12810.24105,33524.28105
Total anemia,5,prevalence,rate,213,1,3,Niger,Both,Under Five,0.71215203,0.644128334,0.778474528
Mild anemia,5,prevalence,rate,213,1,3,Niger,Both,Under Five,0.270615124,0.248537825,0.292665286
Moderate anemia,5,prevalence,rate,213,1,3,Niger,Both,Under Five,0.410440041,0.353904877,0.473244143
Severe anemia,5,prevalence,rate,213,1,3,Niger,Both,Under Five,0.031096866,0.021658655,0.042701832
Total anemia,3,ylds,rate,213,1,3,Niger,Both,Under Five,0.02643051,0.01687652,0.039129295
Mild anemia,3,ylds,rate,213,1,3,Niger,Both,Under Five,0.000995442,0.000348452,0.002232339
Moderate anemia,3,ylds,rate,213,1,3,Niger,Both,Under Five,0.020909767,0.013291851,0.030866992
Severe anemia,3,ylds,rate,213,1,3,Niger,Both,Under Five,0.004525301,0.002639728,0.006908144
Total anemia,3,ylds,count,213,169,2,Niger,Female,Reproductive age,96727.37789,62712.43507,144057.4755
Mild anemia,3,ylds,count,213,169,2,Niger,Female,Reproductive age,4286.052784,1531.233292,9497.135762
Moderate anemia,3,ylds,count,213,169,2,Niger,Female,Reproductive age,77755.89591,49706.02688,116815.4078
Severe anemia,3,ylds,count,213,169,2,Niger,Female,Reproductive age,14685.4292,8743.953737,23161.7164
Total anemia,5,prevalence,count,213,169,2,Niger,Female,Reproductive age,2788080.199,2450837.566,3121164.888
Mild anemia,5,prevalence,count,213,169,2,Niger,Female,Reproductive age,1163338.753,1071414.534,1263049.72
Moderate anemia,5,prevalence,count,213,169,2,Niger,Female,Reproductive age,1524234.993,1268577.936,1776148.542
Severe anemia,5,prevalence,count,213,169,2,Niger,Female,Reproductive age,100506.4542,69569.65616,140926.8192
Total anemia,3,ylds,rate,213,169,2,Niger,Female,Reproductive age,0.014366675,0.009312748,0.021377614
Mild anemia,3,ylds,rate,213,169,2,Niger,Female,Reproductive age,0.000636347,0.000227535,0.001409341
Moderate anemia,3,ylds,rate,213,169,2,Niger,Female,Reproductive age,0.011548579,0.007398006,0.017334989
Severe anemia,3,ylds,rate,213,169,2,Niger,Female,Reproductive age,0.00218175,0.001302714,0.003437116
Total anemia,5,prevalence,rate,213,169,2,Niger,Female,Reproductive age,0.414187997,0.36378447,0.463169712
Mild anemia,5,prevalence,rate,213,169,2,Niger,Female,Reproductive age,0.172810487,0.159005406,0.187432063
Moderate anemia,5,prevalence,rate,213,169,2,Niger,Female,Reproductive age,0.226444243,0.188315011,0.263574094
Severe anemia,5,prevalence,rate,213,169,2,Niger,Female,Reproductive age,0.014933267,0.010395187,0.020913036
Maternal disorder burden attributable to iron deficiency,2,dalys,count,213,169,2,Niger,female,Reproductive age,49036.23889,17222.0965,87410.14788
Maternal disorder burden attributable to iron deficiency,2,dalys,rate,213,169,2,Niger,female,Reproductive age,0.007276803,0.002555698,0.012971353
Total iron responsive anemia,5,prevalence,rate,214,169,2,Nigeria,Female,Reproductive age,0.268542554,0.235527071,0.303875237
Total iron responsive anemia,3,ylds,count,214,169,2,Nigeria,Female,Reproductive age,657308.3326,422365.5661,962448.2048
Total iron responsive anemia,3,ylds,rate,214,169,2,Nigeria,Female,Reproductive age,0.009171589,0.005893374,0.013429283
Total iron responsive anemia,5,prevalence,count,214,169,2,Nigeria,Female,Reproductive age,19245874.5,16879724.94,21778092.8
Total iron responsive anemia,3,ylds,rate,214,1,3,Nigeria,Both,Under Five,0.021143336,0.013561298,0.030671501
Total iron responsive anemia,5,prevalence,rate,214,1,3,Nigeria,Both,Under Five,0.579996137,0.539972189,0.619304092
Total iron responsive anemia,3,ylds,count,214,1,3,Nigeria,Both,Under Five,708759.2523,454596.9293,1028158.945
Total iron responsive anemia,5,prevalence,count,214,1,3,Nigeria,Both,Under Five,19442420.46,18100752.16,20760087.47
Mean hemoglobin concentration,n/a,g/L,g/L,214,1,3,Nigeria,Both,Under five,100.15279,98.52589764,101.607618
Mean hemoglobin concentration,n/a,g/L,g/L,214,169,2,Nigeria,Female,Reproductive age,118.8440642,117.2988055,120.3793006
Total anemia,5,prevalence,count,214,1,3,Nigeria,Both,Under Five,24241970.51,22925122.23,25641407.39
Mild anemia,5,prevalence,count,214,1,3,Nigeria,Both,Under Five,8499305.255,7864339.78,9111733.24
Moderate anemia,5,prevalence,count,214,1,3,Nigeria,Both,Under Five,14378929.66,13256399.65,15566325.04
Severe anemia,5,prevalence,count,214,1,3,Nigeria,Both,Under Five,1363735.598,1052823.034,1745133.25
Total anemia,3,ylds,count,214,1,3,Nigeria,Both,Under Five,961822.744,619827.3925,1389143.421
Mild anemia,3,ylds,count,214,1,3,Nigeria,Both,Under Five,31258.44452,10936.09616,69959.1902
Moderate anemia,3,ylds,count,214,1,3,Nigeria,Both,Under Five,732439.5198,468860.2802,1094212.764
Severe anemia,3,ylds,count,214,1,3,Nigeria,Both,Under Five,198124.7797,120796.554,297505.2314
Total anemia,5,prevalence,rate,214,1,3,Nigeria,Both,Under Five,0.723173809,0.683890278,0.764921079
Mild anemia,5,prevalence,rate,214,1,3,Nigeria,Both,Under Five,0.253546837,0.234604879,0.271816469
Moderate anemia,5,prevalence,rate,214,1,3,Nigeria,Both,Under Five,0.428944723,0.395457994,0.464366482
Severe anemia,5,prevalence,rate,214,1,3,Nigeria,Both,Under Five,0.040682248,0.031407267,0.052059904
Total anemia,3,ylds,rate,214,1,3,Nigeria,Both,Under Five,0.028692594,0.018490367,0.041440201
Mild anemia,3,ylds,rate,214,1,3,Nigeria,Both,Under Five,0.000932486,0.00032624,0.002086986
Moderate anemia,3,ylds,rate,214,1,3,Nigeria,Both,Under Five,0.021849753,0.013986795,0.032641984
Severe anemia,3,ylds,rate,214,1,3,Nigeria,Both,Under Five,0.005910355,0.00360354,0.008875021
Total anemia,3,ylds,count,214,169,2,Nigeria,Female,Reproductive age,1019705.933,647609.6135,1507029.903
Mild anemia,3,ylds,count,214,169,2,Nigeria,Female,Reproductive age,51121.87606,17893.5744,113681.0669
Moderate anemia,3,ylds,count,214,169,2,Nigeria,Female,Reproductive age,807760.5595,508143.5175,1196396.354
Severe anemia,3,ylds,count,214,169,2,Nigeria,Female,Reproductive age,160823.4974,95718.94975,258230.5674
Total anemia,5,prevalence,count,214,169,2,Nigeria,Female,Reproductive age,30794227.95,28013660.79,33636822.32
Mild anemia,5,prevalence,count,214,169,2,Nigeria,Female,Reproductive age,13872323.35,12912425.41,14970155
Moderate anemia,5,prevalence,count,214,169,2,Nigeria,Female,Reproductive age,15821600.98,13721585.51,18046233.54
Severe anemia,5,prevalence,count,214,169,2,Nigeria,Female,Reproductive age,1100303.615,774378.7702,1559227.582
Total anemia,3,ylds,rate,214,169,2,Nigeria,Female,Reproductive age,0.014241051,0.009087465,0.021027969
Mild anemia,3,ylds,rate,214,169,2,Nigeria,Female,Reproductive age,0.000713655,0.000250526,0.001586221
Moderate anemia,3,ylds,rate,214,169,2,Nigeria,Female,Reproductive age,0.011280732,0.007093535,0.016693621
Severe anemia,3,ylds,rate,214,169,2,Nigeria,Female,Reproductive age,0.002246664,0.00133779,0.003603156
Total anemia,5,prevalence,rate,214,169,2,Nigeria,Female,Reproductive age,0.430144207,0.391207724,0.469343089
Mild anemia,5,prevalence,rate,214,169,2,Nigeria,Female,Reproductive age,0.193754703,0.180190241,0.208882359
Moderate anemia,5,prevalence,rate,214,169,2,Nigeria,Female,Reproductive age,0.221017296,0.191891809,0.251944255
Severe anemia,5,prevalence,rate,214,169,2,Nigeria,Female,Reproductive age,0.015372208,0.010865301,0.021756297
Maternal disorder burden attributable to iron deficiency,2,dalys,count,214,169,2,Nigeria,female,Reproductive age,277459.9439,91452.49101,515885.5594
Maternal disorder burden attributable to iron deficiency,2,dalys,rate,214,169,2,Nigeria,female,Reproductive age,0.003871469,0.00127606,0.007198282
Total iron responsive anemia,3,ylds,rate,165,169,2,Pakistan,Female,Reproductive age,0.013759535,0.00887361,0.019625597
Total iron responsive anemia,5,prevalence,count,165,169,2,Pakistan,Female,Reproductive age,26102626.29,23369459.76,28903808.97
Total iron responsive anemia,5,prevalence,rate,165,169,2,Pakistan,Female,Reproductive age,0.36248874,0.324533092,0.401388932
Total iron responsive anemia,3,ylds,count,165,169,2,Pakistan,Female,Reproductive age,990816.9567,638984.0531,1413229.042
Total iron responsive anemia,5,prevalence,count,165,1,3,Pakistan,Both,Under Five,13796408.35,11363930.75,16202366.38
Total iron responsive anemia,3,ylds,rate,165,1,3,Pakistan,Both,Under Five,0.014685204,0.008752405,0.022941214
Total iron responsive anemia,5,prevalence,rate,165,1,3,Pakistan,Both,Under Five,0.451948832,0.372264657,0.530764267
Total iron responsive anemia,3,ylds,count,165,1,3,Pakistan,Both,Under Five,448287.6357,267180.1392,700314.5905
Mean hemoglobin concentration,n/a,g/L,g/L,165,1,3,Pakistan,Both,Under five,110.6347515,107.4729441,113.9436643
Mean hemoglobin concentration,n/a,g/L,g/L,165,169,2,Pakistan,Female,Reproductive age,119.323035,117.5289018,121.0536948
Total anemia,5,prevalence,count,165,1,3,Pakistan,Both,Under Five,15446395.54,12800794.61,18070608.44
Mild anemia,5,prevalence,count,165,1,3,Pakistan,Both,Under Five,6827936.268,5923405.919,7698926.728
Moderate anemia,5,prevalence,count,165,1,3,Pakistan,Both,Under Five,8132548.605,6040050.076,10414962.76
Severe anemia,5,prevalence,count,165,1,3,Pakistan,Both,Under Five,485910.6666,285602.0116,787933.8168
Total anemia,3,ylds,count,165,1,3,Pakistan,Both,Under Five,511667.7481,305347.7732,802637.3968
Mild anemia,3,ylds,count,165,1,3,Pakistan,Both,Under Five,25108.44373,8823.794432,56782.54024
Moderate anemia,3,ylds,count,165,1,3,Pakistan,Both,Under Five,415548.647,244874.8517,645819.7607
Severe anemia,3,ylds,count,165,1,3,Pakistan,Both,Under Five,71010.65733,35244.72904,127236.0162
Total anemia,5,prevalence,rate,165,1,3,Pakistan,Both,Under Five,0.50599984,0.419334078,0.591964964
Mild anemia,5,prevalence,rate,165,1,3,Pakistan,Both,Under Five,0.223672549,0.194041545,0.252204839
Moderate anemia,5,prevalence,rate,165,1,3,Pakistan,Both,Under Five,0.266409615,0.197862625,0.341177945
Severe anemia,5,prevalence,rate,165,1,3,Pakistan,Both,Under Five,0.015917676,0.009355877,0.025811484
Total anemia,3,ylds,rate,165,1,3,Pakistan,Both,Under Five,0.016761438,0.010002717,0.02629315
Mild anemia,3,ylds,rate,165,1,3,Pakistan,Both,Under Five,0.000822513,0.000289054,0.001860108
Moderate anemia,3,ylds,rate,165,1,3,Pakistan,Both,Under Five,0.013612726,0.008021718,0.021156049
Severe anemia,3,ylds,rate,165,1,3,Pakistan,Both,Under Five,0.002326198,0.001154562,0.004168054
Total anemia,3,ylds,count,165,169,2,Pakistan,Female,Reproductive age,1143094.755,714714.0191,1683145.09
Mild anemia,3,ylds,count,165,169,2,Pakistan,Female,Reproductive age,46689.30221,16557.45745,107138.5872
Moderate anemia,3,ylds,count,165,169,2,Pakistan,Female,Reproductive age,854000.4884,535866.867,1274315.825
Severe anemia,3,ylds,count,165,169,2,Pakistan,Female,Reproductive age,242404.9648,142083.3583,374184.5847
Total anemia,5,prevalence,count,165,169,2,Pakistan,Female,Reproductive age,31027473.02,28279120.11,33935142.92
Mild anemia,5,prevalence,count,165,169,2,Pakistan,Female,Reproductive age,12672027,11762155.6,13682540.46
Moderate anemia,5,prevalence,count,165,169,2,Pakistan,Female,Reproductive age,16701104.74,14743969.37,18783877.15
Severe anemia,5,prevalence,count,165,169,2,Pakistan,Female,Reproductive age,1654341.28,1208817.219,2128259.76
Total anemia,3,ylds,rate,165,169,2,Pakistan,Female,Reproductive age,0.015886177,0.009928546,0.023373937
Mild anemia,3,ylds,rate,165,169,2,Pakistan,Female,Reproductive age,0.0006487,0.000230282,0.00148784
Moderate anemia,3,ylds,rate,165,169,2,Pakistan,Female,Reproductive age,0.01186851,0.007481958,0.0176965
Severe anemia,3,ylds,rate,165,169,2,Pakistan,Female,Reproductive age,0.003368966,0.001985628,0.005196324
Total anemia,5,prevalence,rate,165,169,2,Pakistan,Female,Reproductive age,0.431314129,0.393233938,0.471259369
Mild anemia,5,prevalence,rate,165,169,2,Pakistan,Female,Reproductive age,0.176160009,0.163452332,0.190010261
Moderate anemia,5,prevalence,rate,165,169,2,Pakistan,Female,Reproductive age,0.232160574,0.205005836,0.260852831
Severe anemia,5,prevalence,rate,165,169,2,Pakistan,Female,Reproductive age,0.022993545,0.016914809,0.029555271
Maternal disorder burden attributable to iron deficiency,2,dalys,count,165,169,2,Pakistan,female,Reproductive age,227179.3796,80495.3816,394323.3325
Maternal disorder burden attributable to iron deficiency,2,dalys,rate,165,169,2,Pakistan,female,Reproductive age,0.003154854,0.001117844,0.005475992
Total iron responsive anemia,3,ylds,rate,196,169,2,South Africa,Female,Reproductive age,0.006525384,0.004450574,0.009171778
Total iron responsive anemia,5,prevalence,count,196,169,2,South Africa,Female,Reproductive age,3443432.529,3099104.885,3820452.424
Total iron responsive anemia,5,prevalence,rate,196,169,2,South Africa,Female,Reproductive age,0.182257601,0.164032667,0.202212905
Total iron responsive anemia,3,ylds,count,196,169,2,South Africa,Female,Reproductive age,123285.4922,84085.65453,173284.3965
Total iron responsive anemia,5,prevalence,count,196,1,3,South Africa,Both,Under Five,791183.942,586278.4977,1002918.609
Total iron responsive anemia,3,ylds,rate,196,1,3,South Africa,Both,Under Five,0.003214086,0.001740186,0.005392847
Total iron responsive anemia,5,prevalence,rate,196,1,3,South Africa,Both,Under Five,0.155300761,0.115080061,0.196861961
Total iron responsive anemia,3,ylds,count,196,1,3,South Africa,Both,Under Five,16374.24937,8865.42718,27474.00704
Mean hemoglobin concentration,n/a,g/L,g/L,196,1,3,South Africa,Both,Under five,123.267542,120.9267788,125.7385615
Mean hemoglobin concentration,n/a,g/L,g/L,196,169,2,South Africa,Female,Reproductive age,128.5116225,127.1204479,129.8834142
Total anemia,5,prevalence,count,196,1,3,South Africa,Both,Under Five,832720.4086,617868.4084,1052966.5
Mild anemia,5,prevalence,count,196,1,3,South Africa,Both,Under Five,563937.8061,439386.1686,689539.4496
Moderate anemia,5,prevalence,count,196,1,3,South Africa,Both,Under Five,257971.3601,169059.078,361061.5165
Severe anemia,5,prevalence,count,196,1,3,South Africa,Both,Under Five,10811.24241,5435.389953,18523.56723
Total anemia,3,ylds,count,196,1,3,South Africa,Both,Under Five,16934.76383,9124.454032,28348.33323
Mild anemia,3,ylds,count,196,1,3,South Africa,Both,Under Five,2081.863519,727.6628974,4700.976395
Moderate anemia,3,ylds,count,196,1,3,South Africa,Both,Under Five,13252.72315,7196.864116,21935.42737
Severe anemia,3,ylds,count,196,1,3,South Africa,Both,Under Five,1600.177164,700.4957506,3009.581688
Total anemia,5,prevalence,rate,196,1,3,South Africa,Both,Under Five,0.163453915,0.121280816,0.206685816
Mild anemia,5,prevalence,rate,196,1,3,South Africa,Both,Under Five,0.110694828,0.086246703,0.135349058
Moderate anemia,5,prevalence,rate,196,1,3,South Africa,Both,Under Five,0.050636958,0.033184449,0.070872429
Severe anemia,5,prevalence,rate,196,1,3,South Africa,Both,Under Five,0.002122129,0.001066908,0.003635974
Total anemia,3,ylds,rate,196,1,3,South Africa,Both,Under Five,0.003324109,0.001791031,0.005564468
Mild anemia,3,ylds,rate,196,1,3,South Africa,Both,Under Five,0.000408647,0.000142832,0.00092275
Moderate anemia,3,ylds,rate,196,1,3,South Africa,Both,Under Five,0.002601365,0.001412666,0.004305685
Severe anemia,3,ylds,rate,196,1,3,South Africa,Both,Under Five,0.000314097,0.0001375,0.000590748
Total anemia,3,ylds,count,196,169,2,South Africa,Female,Reproductive age,172372.065,110744.2957,248676.1706
Mild anemia,3,ylds,count,196,169,2,South Africa,Female,Reproductive age,8999.409122,3171.237011,20132.29161
Moderate anemia,3,ylds,count,196,169,2,South Africa,Female,Reproductive age,125698.3525,80157.59358,184181.7114
Severe anemia,3,ylds,count,196,169,2,South Africa,Female,Reproductive age,37674.30335,24909.62783,54036.16614
Total anemia,5,prevalence,count,196,169,2,South Africa,Female,Reproductive age,5157813.243,4733034.531,5615218.015
Mild anemia,5,prevalence,count,196,169,2,South Africa,Female,Reproductive age,2441916.458,2288359.374,2606725.624
Moderate anemia,5,prevalence,count,196,169,2,South Africa,Female,Reproductive age,2459024.812,2198112.92,2739927.319
Severe anemia,5,prevalence,count,196,169,2,South Africa,Female,Reproductive age,256871.9729,213910.8962,307730.8056
Total anemia,3,ylds,rate,196,169,2,South Africa,Female,Reproductive age,0.009130436,0.005911541,0.013162193
Mild anemia,3,ylds,rate,196,169,2,South Africa,Female,Reproductive age,0.000476561,0.000170784,0.001065583
Moderate anemia,3,ylds,rate,196,169,2,South Africa,Female,Reproductive age,0.006658129,0.004261249,0.009748562
Severe anemia,3,ylds,rate,196,169,2,South Africa,Female,Reproductive age,0.001995745,0.001319695,0.002860083
Total anemia,5,prevalence,rate,196,169,2,South Africa,Female,Reproductive age,0.273269564,0.250522408,0.297208136
Mild anemia,5,prevalence,rate,196,169,2,South Africa,Female,Reproductive age,0.12937799,0.121158477,0.137971502
Moderate anemia,5,prevalence,rate,196,169,2,South Africa,Female,Reproductive age,0.130283259,0.116438927,0.145021741
Severe anemia,5,prevalence,rate,196,169,2,South Africa,Female,Reproductive age,0.013608315,0.011327992,0.016287898
Maternal disorder burden attributable to iron deficiency,2,dalys,count,196,169,2,South Africa,female,Reproductive age,20042.02723,7003.094188,36552.91197
Maternal disorder burden attributable to iron deficiency,2,dalys,rate,196,169,2,South Africa,female,Reproductive age,0.001060805,0.000370667,0.001934711
Total iron responsive anemia,5,prevalence,rate,522,169,2,Sudan,Female,Reproductive age,0.185924108,0.152367181,0.223602141
Total iron responsive anemia,3,ylds,count,522,169,2,Sudan,Female,Reproductive age,80849.14485,51890.8254,122238.4579
Total iron responsive anemia,3,ylds,rate,522,169,2,Sudan,Female,Reproductive age,0.005948325,0.003817771,0.008993467
Total iron responsive anemia,5,prevalence,count,522,169,2,Sudan,Female,Reproductive age,2527065.167,2070962.183,3039181.888
Total iron responsive anemia,3,ylds,rate,522,1,3,Sudan,Both,Under Five,0.012568726,0.007775406,0.018909383
Total iron responsive anemia,5,prevalence,rate,522,1,3,Sudan,Both,Under Five,0.422667504,0.365983977,0.480598304
Total iron responsive anemia,3,ylds,count,522,1,3,Sudan,Both,Under Five,69288.20524,42863.84299,104242.6395
Total iron responsive anemia,5,prevalence,count,522,1,3,Sudan,Both,Under Five,2330058.96,2017577.026,2649416.794
Mean hemoglobin concentration,n/a,g/L,g/L,522,1,3,Sudan,Both,Under five,109.0968531,106.9227637,111.2260041
Mean hemoglobin concentration,n/a,g/L,g/L,522,169,2,Sudan,Female,Reproductive age,124.7151568,122.5923089,126.725947
Total anemia,5,prevalence,count,522,1,3,Sudan,Both,Under Five,2772700.987,2450344.841,3106740.075
Mild anemia,5,prevalence,count,522,1,3,Sudan,Both,Under Five,1326772.819,1216074.794,1428782.27
Moderate anemia,5,prevalence,count,522,1,3,Sudan,Both,Under Five,1365647.145,1144482.67,1605393.761
Severe anemia,5,prevalence,count,522,1,3,Sudan,Both,Under Five,80281.02308,61055.91914,104590.5323
Total anemia,3,ylds,count,522,1,3,Sudan,Both,Under Five,86582.37396,53499.49501,131420.1982
Mild anemia,3,ylds,count,522,1,3,Sudan,Both,Under Five,4888.936698,1737.716283,10888.83751
Moderate anemia,3,ylds,count,522,1,3,Sudan,Both,Under Five,69908.81958,42802.90646,105951.6565
Severe anemia,3,ylds,count,522,1,3,Sudan,Both,Under Five,11784.61769,7188.670084,18516.31572
