location_name,vehicle,nutrient,value_description,n_data_points,mean_mean,value_means
South Africa,maize flour,vitamin b1,percent of population eating fortified vehicle,2,46.85,"[16.3, 77.4]"
South Africa,maize flour,vitamin b12,percent of population eating fortified vehicle,0,,[nan]
South Africa,maize flour,zinc,percent of population eating fortified vehicle,2,46.85,"[16.3, 77.4]"
South Africa,maize flour,na,percent of population eating industrially produced vehicle,2,97.05000000000001,"[98.7, 95.4]"
South Africa,maize flour,na,percent of population eating vehicle,2,97.15,"[98.7, 95.6]"
South Africa,maize flour,folic acid,percent of vehicle that is fortified,1,80.0,[80.0]
South Africa,maize flour,iron,percent of vehicle that is fortified,1,80.0,[80.0]
South Africa,maize flour,vitamin a,percent of vehicle that is fortified,1,80.0,[80.0]
South Africa,maize flour,vitamin b1,percent of vehicle that is fortified,1,80.0,[80.0]
South Africa,maize flour,vitamin b12,percent of vehicle that is fortified,0,,[nan]
South Africa,maize flour,zinc,percent of vehicle that is fortified,1,80.0,[80.0]
South Africa,maize flour,na,percent of vehicle that is industrially produced,1,75.0,[75.0]
South Africa,oil,vitamin a,percent of market covered by fortified product,0,,[nan]
South Africa,oil,vitamin d,percent of market covered by fortified product,0,,[nan]
South Africa,oil,vitamin a,percent of population eating fortified vehicle,0,,[nan]
South Africa,oil,vitamin d,percent of population eating fortified vehicle,0,,[nan]
South Africa,oil,na,percent of population eating industrially produced vehicle,0,,[nan]
South Africa,oil,na,percent of population eating vehicle,0,,[nan]
South Africa,oil,vitamin a,percent of vehicle that is fortified,0,,[nan]
South Africa,oil,vitamin d,percent of vehicle that is fortified,0,,[nan]
South Africa,oil,na,percent of vehicle that is industrially produced,0,,[nan]
South Africa,wheat flour,folic acid,percent of market covered by fortified product,0,,[nan]
South Africa,wheat flour,iron,percent of market covered by fortified product,0,,[nan]
South Africa,wheat flour,vitamin a,percent of market covered by fortified product,0,,[nan]
South Africa,wheat flour,vitamin b1,percent of market covered by fortified product,0,,[nan]
South Africa,wheat flour,vitamin b12,percent of market covered by fortified product,0,,[nan]
South Africa,wheat flour,zinc,percent of market covered by fortified product,0,,[nan]
South Africa,wheat flour,folic acid,percent of population eating fortified vehicle,4,8.549999999999999,"[16.3, 16.3, 0.8, 0.8]"
South Africa,wheat flour,iron,percent of population eating fortified vehicle,4,8.549999999999999,"[16.3, 16.3, 0.8, 0.8]"
South Africa,wheat flour,vitamin a,percent of population eating fortified vehicle,4,8.549999999999999,"[16.3, 16.3, 0.8, 0.8]"
South Africa,wheat flour,vitamin b1,percent of population eating fortified vehicle,4,8.549999999999999,"[16.3, 16.3, 0.8, 0.8]"
South Africa,wheat flour,vitamin b12,percent of population eating fortified vehicle,0,,[nan]
South Africa,wheat flour,zinc,percent of population eating fortified vehicle,4,8.549999999999999,"[16.3, 16.3, 0.8, 0.8]"
South Africa,wheat flour,na,percent of population eating industrially produced vehicle,2,14.75,"[25.2, 4.3]"
South Africa,wheat flour,na,percent of population eating vehicle,2,14.75,"[25.2, 4.3]"
South Africa,wheat flour,folic acid,percent of vehicle that is fortified,1,40.0,[40.0]
South Africa,wheat flour,iron,percent of vehicle that is fortified,1,40.0,[40.0]
South Africa,wheat flour,vitamin a,percent of vehicle that is fortified,1,40.0,[40.0]
South Africa,wheat flour,vitamin b1,percent of vehicle that is fortified,1,40.0,[40.0]
South Africa,wheat flour,vitamin b12,percent of vehicle that is fortified,0,,[nan]
South Africa,wheat flour,zinc,percent of vehicle that is fortified,1,40.0,[40.0]
South Africa,wheat flour,na,percent of vehicle that is industrially produced,1,100.0,[100.0]
Sudan,maize flour,folic acid,percent of market covered by fortified product,0,,[nan]
Sudan,maize flour,iron,percent of market covered by fortified product,0,,[nan]
Sudan,maize flour,vitamin a,percent of market covered by fortified product,0,,[nan]
Sudan,maize flour,vitamin b1,percent of market covered by fortified product,0,,[nan]
Sudan,maize flour,vitamin b12,percent of market covered by fortified product,0,,[nan]
Sudan,maize flour,zinc,percent of market covered by fortified product,0,,[nan]
Sudan,maize flour,folic acid,percent of population eating fortified vehicle,0,,[nan]
Sudan,maize flour,iron,percent of population eating fortified vehicle,0,,[nan]
Sudan,maize flour,vitamin a,percent of population eating fortified vehicle,0,,[nan]
Sudan,maize flour,vitamin b1,percent of population eating fortified vehicle,0,,[nan]
Sudan,maize flour,vitamin b12,percent of population eating fortified vehicle,0,,[nan]
Sudan,maize flour,zinc,percent of population eating fortified vehicle,0,,[nan]
Sudan,maize flour,na,percent of population eating industrially produced vehicle,0,,[nan]
Sudan,maize flour,na,percent of population eating vehicle,0,,[nan]
Sudan,maize flour,folic acid,percent of vehicle that is fortified,0,,[nan]
Sudan,maize flour,iron,percent of vehicle that is fortified,0,,[nan]
Sudan,maize flour,vitamin a,percent of vehicle that is fortified,0,,[nan]
Sudan,maize flour,vitamin b1,percent of vehicle that is fortified,0,,[nan]
Sudan,maize flour,vitamin b12,percent of vehicle that is fortified,0,,[nan]
Sudan,maize flour,zinc,percent of vehicle that is fortified,0,,[nan]
Sudan,maize flour,na,percent of vehicle that is industrially produced,1,0.0,[0.0]
Sudan,oil,vitamin a,percent of market covered by fortified product,0,,[nan]
Sudan,oil,vitamin d,percent of market covered by fortified product,0,,[nan]
Sudan,oil,vitamin a,percent of population eating fortified vehicle,1,80.0,[80.0]
Sudan,oil,vitamin d,percent of population eating fortified vehicle,0,,[nan]
Sudan,oil,na,percent of population eating industrially produced vehicle,0,,[nan]
Sudan,oil,na,percent of population eating vehicle,0,,[nan]
Sudan,oil,vitamin a,percent of vehicle that is fortified,0,,[nan]
Sudan,oil,vitamin d,percent of vehicle that is fortified,0,,[nan]
Sudan,oil,na,percent of vehicle that is industrially produced,1,80.0,[80.0]
Sudan,wheat flour,folic acid,percent of market covered by fortified product,0,,[nan]
Sudan,wheat flour,iron,percent of market covered by fortified product,0,,[nan]
Sudan,wheat flour,vitamin a,percent of market covered by fortified product,0,,[nan]
Sudan,wheat flour,vitamin b1,percent of market covered by fortified product,0,,[nan]
Sudan,wheat flour,vitamin b12,percent of market covered by fortified product,0,,[nan]
Sudan,wheat flour,zinc,percent of market covered by fortified product,0,,[nan]
Sudan,wheat flour,folic acid,percent of population eating fortified vehicle,0,,[nan]
Sudan,wheat flour,iron,percent of population eating fortified vehicle,0,,[nan]
Sudan,wheat flour,vitamin a,percent of population eating fortified vehicle,0,,[nan]
Sudan,wheat flour,vitamin b1,percent of population eating fortified vehicle,0,,[nan]
Sudan,wheat flour,vitamin b12,percent of population eating fortified vehicle,0,,[nan]
Sudan,wheat flour,zinc,percent of population eating fortified vehicle,0,,[nan]
Sudan,wheat flour,na,percent of population eating industrially produced vehicle,0,,[nan]
Sudan,wheat flour,na,percent of population eating vehicle,0,,[nan]
Sudan,wheat flour,folic acid,percent of vehicle that is fortified,2,36.0,"[32.0, 40.0]"
Sudan,wheat flour,iron,percent of vehicle that is fortified,2,36.0,"[32.0, 40.0]"
Sudan,wheat flour,vitamin a,percent of vehicle that is fortified,1,40.0,[40.0]
Sudan,wheat flour,vitamin b1,percent of vehicle that is fortified,0,,[nan]
Sudan,wheat flour,vitamin b12,percent of vehicle that is fortified,1,40.0,[40.0]
Sudan,wheat flour,zinc,percent of vehicle that is fortified,1,40.0,[40.0]
Sudan,wheat flour,na,percent of vehicle that is industrially produced,2,85.0,"[80.0, 90.0]"
Uganda,maize flour,folic acid,percent of market covered by fortified product,0,,[nan]
Uganda,maize flour,iron,percent of market covered by fortified product,0,,[nan]
Uganda,maize flour,vitamin a,percent of market covered by fortified product,0,,[nan]
Uganda,maize flour,vitamin b1,percent of market covered by fortified product,0,,[nan]
Uganda,maize flour,vitamin b12,percent of market covered by fortified product,0,,[nan]
Uganda,maize flour,zinc,percent of market covered by fortified product,0,,[nan]
Uganda,maize flour,folic acid,percent of population eating fortified vehicle,2,6.5,"[6.5, 6.5]"
Uganda,maize flour,iron,percent of population eating fortified vehicle,2,6.5,"[6.5, 6.5]"
Uganda,maize flour,vitamin a,percent of population eating fortified vehicle,2,6.5,"[6.5, 6.5]"
Uganda,maize flour,vitamin b1,percent of population eating fortified vehicle,2,6.5,"[6.5, 6.5]"
Uganda,maize flour,vitamin b12,percent of population eating fortified vehicle,2,6.5,"[6.5, 6.5]"
Uganda,maize flour,zinc,percent of population eating fortified vehicle,2,6.5,"[6.5, 6.5]"
Uganda,maize flour,na,percent of population eating industrially produced vehicle,3,30.433333333333334,"[42.4, 42.4, 6.5]"
Uganda,maize flour,na,percent of population eating vehicle,2,91.8,"[91.8, 91.8]"
Uganda,maize flour,folic acid,percent of vehicle that is fortified,0,,[nan]
Uganda,maize flour,iron,percent of vehicle that is fortified,0,,[nan]
Uganda,maize flour,vitamin a,percent of vehicle that is fortified,0,,[nan]
Uganda,maize flour,vitamin b1,percent of vehicle that is fortified,0,,[nan]
Uganda,maize flour,vitamin b12,percent of vehicle that is fortified,0,,[nan]
Uganda,maize flour,zinc,percent of vehicle that is fortified,0,,[nan]
Uganda,maize flour,na,percent of vehicle that is industrially produced,2,30.0,"[30.0, 30.0]"
Uganda,oil,vitamin a,percent of market covered by fortified product,0,,[nan]
Uganda,oil,vitamin d,percent of market covered by fortified product,0,,[nan]
Uganda,oil,vitamin a,percent of population eating fortified vehicle,2,54.4,"[54.4, 54.4]"
Uganda,oil,vitamin d,percent of population eating fortified vehicle,1,0.0,[0.0]
Uganda,oil,na,percent of population eating industrially produced vehicle,3,77.33333333333333,"[89.0, 89.0, 54.0]"
Uganda,oil,na,percent of population eating vehicle,2,89.9,"[89.9, 89.9]"
Uganda,oil,vitamin a,percent of vehicle that is fortified,0,,[nan]
Uganda,oil,vitamin d,percent of vehicle that is fortified,0,,[nan]
Uganda,oil,na,percent of vehicle that is industrially produced,2,90.0,"[90.0, 90.0]"
Uganda,wheat flour,folic acid,percent of market covered by fortified product,0,,[nan]
Uganda,wheat flour,iron,percent of market covered by fortified product,0,,[nan]
Uganda,wheat flour,vitamin a,percent of market covered by fortified product,0,,[nan]
Uganda,wheat flour,vitamin b1,percent of market covered by fortified product,0,,[nan]
Uganda,wheat flour,vitamin b12,percent of market covered by fortified product,0,,[nan]
Uganda,wheat flour,zinc,percent of market covered by fortified product,0,,[nan]
Uganda,wheat flour,folic acid,percent of population eating fortified vehicle,2,8.5,"[8.5, 8.5]"
Uganda,wheat flour,iron,percent of population eating fortified vehicle,2,9.85,"[8.5, 11.2]"
Uganda,wheat flour,vitamin a,percent of population eating fortified vehicle,2,9.85,"[8.5, 11.2]"
Uganda,wheat flour,vitamin b1,percent of population eating fortified vehicle,2,9.85,"[8.5, 11.2]"
Uganda,wheat flour,vitamin b12,percent of population eating fortified vehicle,2,9.85,"[8.5, 11.2]"
Uganda,wheat flour,zinc,percent of population eating fortified vehicle,2,9.85,"[8.5, 11.2]"
Uganda,wheat flour,na,percent of population eating industrially produced vehicle,3,9.9,"[10.6, 10.6, 8.5]"
Uganda,wheat flour,na,percent of population eating vehicle,2,11.2,"[11.2, 11.2]"
Uganda,wheat flour,folic acid,percent of vehicle that is fortified,0,,[nan]
Uganda,wheat flour,iron,percent of vehicle that is fortified,0,,[nan]
Uganda,wheat flour,vitamin a,percent of vehicle that is fortified,0,,[nan]
Uganda,wheat flour,vitamin b1,percent of vehicle that is fortified,0,,[nan]
Uganda,wheat flour,vitamin b12,percent of vehicle that is fortified,0,,[nan]
Uganda,wheat flour,zinc,percent of vehicle that is fortified,0,,[nan]
Uganda,wheat flour,na,percent of vehicle that is industrially produced,2,100.0,"[100.0, 100.0]"
United Republic of Tanzania,maize flour,folic acid,percent of market covered by fortified product,0,,[nan]
United Republic of Tanzania,maize flour,iron,percent of market covered by fortified product,0,,[nan]
United Republic of Tanzania,maize flour,vitamin a,percent of market covered by fortified product,0,,[nan]
United Republic of Tanzania,maize flour,vitamin b1,percent of market covered by fortified product,0,,[nan]
United Republic of Tanzania,maize flour,vitamin b12,percent of market covered by fortified product,0,,[nan]
United Republic of Tanzania,maize flour,zinc,percent of market covered by fortified product,0,,[nan]
United Republic of Tanzania,maize flour,folic acid,percent of population eating fortified vehicle,2,2.5,"[2.5, 2.5]"
United Republic of Tanzania,maize flour,iron,percent of population eating fortified vehicle,2,2.5,"[2.5, 2.5]"
United Republic of Tanzania,maize flour,vitamin a,percent of population eating fortified vehicle,1,2.5,[2.5]
United Republic of Tanzania,maize flour,vitamin b1,percent of population eating fortified vehicle,1,2.5,[2.5]
United Republic of Tanzania,maize flour,vitamin b12,percent of population eating fortified vehicle,2,2.5,"[2.5, 2.5]"
United Republic of Tanzania,maize flour,zinc,percent of population eating fortified vehicle,2,2.5,"[2.5, 2.5]"
United Republic of Tanzania,maize flour,na,percent of population eating industrially produced vehicle,3,25.233333333333334,"[36.6, 36.6, 2.5]"
United Republic of Tanzania,maize flour,na,percent of population eating vehicle,2,93.0,"[93.0, 93.0]"
United Republic of Tanzania,maize flour,folic acid,percent of vehicle that is fortified,0,,[nan]
United Republic of Tanzania,maize flour,iron,percent of vehicle that is fortified,0,,[nan]
United Republic of Tanzania,maize flour,vitamin a,percent of vehicle that is fortified,0,,[nan]
United Republic of Tanzania,maize flour,vitamin b1,percent of vehicle that is fortified,0,,[nan]
United Republic of Tanzania,maize flour,vitamin b12,percent of vehicle that is fortified,0,,[nan]
United Republic of Tanzania,maize flour,zinc,percent of vehicle that is fortified,0,,[nan]
United Republic of Tanzania,maize flour,na,percent of vehicle that is industrially produced,1,20.0,[20.0]
United Republic of Tanzania,oil,vitamin a,percent of market covered by fortified product,0,,[nan]
United Republic of Tanzania,oil,vitamin d,percent of market covered by fortified product,0,,[nan]
United Republic of Tanzania,oil,vitamin a,percent of population eating fortified vehicle,2,53.6,"[53.6, 53.6]"
United Republic of Tanzania,oil,vitamin d,percent of population eating fortified vehicle,1,0.0,[0.0]
United Republic of Tanzania,oil,na,percent of population eating industrially produced vehicle,3,79.73333333333333,"[92.6, 92.6, 54.0]"
United Republic of Tanzania,oil,na,percent of population eating vehicle,2,96.2,"[96.2, 96.2]"
United Republic of Tanzania,oil,vitamin a,percent of vehicle that is fortified,1,62.0,[62.0]
United Republic of Tanzania,oil,vitamin d,percent of vehicle that is fortified,0,,[nan]
United Republic of Tanzania,oil,na,percent of vehicle that is industrially produced,0,,[nan]
United Republic of Tanzania,wheat flour,folic acid,percent of market covered by fortified product,0,,[nan]
United Republic of Tanzania,wheat flour,iron,percent of market covered by fortified product,0,,[nan]
United Republic of Tanzania,wheat flour,vitamin a,percent of market covered by fortified product,0,,[nan]
United Republic of Tanzania,wheat flour,vitamin b1,percent of market covered by fortified product,0,,[nan]
United Republic of Tanzania,wheat flour,vitamin b12,percent of market covered by fortified product,0,,[nan]
United Republic of Tanzania,wheat flour,zinc,percent of market covered by fortified product,0,,[nan]
United Republic of Tanzania,wheat flour,folic acid,percent of population eating fortified vehicle,2,33.1,"[33.1, 33.1]"
United Republic of Tanzania,wheat flour,iron,percent of population eating fortified vehicle,2,33.1,"[33.1, 33.1]"
United Republic of Tanzania,wheat flour,vitamin a,percent of population eating fortified vehicle,2,33.1,"[33.1, 33.1]"
United Republic of Tanzania,wheat flour,vitamin b1,percent of population eating fortified vehicle,2,33.1,"[33.1, 33.1]"
United Republic of Tanzania,wheat flour,vitamin b12,percent of population eating fortified vehicle,2,33.1,"[33.1, 33.1]"
United Republic of Tanzania,wheat flour,zinc,percent of population eating fortified vehicle,2,33.1,"[33.1, 33.1]"
United Republic of Tanzania,wheat flour,na,percent of population eating industrially produced vehicle,3,44.666666666666664,"[50.5, 50.5, 33.0]"
United Republic of Tanzania,wheat flour,na,percent of population eating vehicle,2,51.5,"[51.5, 51.5]"
United Republic of Tanzania,wheat flour,folic acid,percent of vehicle that is fortified,0,,[nan]
United Republic of Tanzania,wheat flour,iron,percent of vehicle that is fortified,0,,[nan]
United Republic of Tanzania,wheat flour,vitamin a,percent of vehicle that is fortified,0,,[nan]
United Republic of Tanzania,wheat flour,vitamin b1,percent of vehicle that is fortified,0,,[nan]
United Republic of Tanzania,wheat flour,vitamin b12,percent of vehicle that is fortified,0,,[nan]
United Republic of Tanzania,wheat flour,zinc,percent of vehicle that is fortified,0,,[nan]
United Republic of Tanzania,wheat flour,na,percent of vehicle that is industrially produced,2,91.5,"[85.0, 98.0]"
Vietnam,oil,vitamin a,percent of market covered by fortified product,0,,[nan]
Vietnam,oil,vitamin d,percent of market covered by fortified product,0,,[nan]
Vietnam,oil,vitamin a,percent of population eating fortified vehicle,0,,[nan]
Vietnam,oil,vitamin d,percent of population eating fortified vehicle,0,,[nan]
Vietnam,oil,na,percent of population eating industrially produced vehicle,1,90.0,[90.0]
Vietnam,oil,na,percent of population eating vehicle,10,54.5,"[91.5, 89.4, 38.3, 45.8, 28.9, 38.3, 41.5, 43.8, 33.6, 93.9]"
Vietnam,oil,vitamin a,percent of vehicle that is fortified,0,,[nan]
Vietnam,oil,vitamin d,percent of vehicle that is fortified,0,,[nan]
Vietnam,oil,na,percent of vehicle that is industrially produced,0,,[nan]
Vietnam,wheat flour,folic acid,percent of market covered by fortified product,0,,[nan]
Vietnam,wheat flour,iron,percent of market covered by fortified product,0,,[nan]
Vietnam,wheat flour,vitamin a,percent of market covered by fortified product,0,,[nan]
Vietnam,wheat flour,vitamin b1,percent of market covered by fortified product,0,,[nan]
Vietnam,wheat flour,vitamin b12,percent of market covered by fortified product,0,,[nan]
Vietnam,wheat flour,zinc,percent of market covered by fortified product,0,,[nan]
Vietnam,wheat flour,folic acid,percent of population eating fortified vehicle,0,,[nan]
Vietnam,wheat flour,iron,percent of population eating fortified vehicle,0,,[nan]
Vietnam,wheat flour,vitamin a,percent of population eating fortified vehicle,0,,[nan]
Vietnam,wheat flour,vitamin b1,percent of population eating fortified vehicle,0,,[nan]
Vietnam,wheat flour,vitamin b12,percent of population eating fortified vehicle,0,,[nan]
Vietnam,wheat flour,zinc,percent of population eating fortified vehicle,0,,[nan]
Vietnam,wheat flour,na,percent of population eating industrially produced vehicle,0,,[nan]
Vietnam,wheat flour,na,percent of population eating vehicle,10,21.93,"[4.2, 38.8, 46.7, 31.1, 16.4, 17.5, 9.6, 22.7, 13.5, 18.8]"
Vietnam,wheat flour,folic acid,percent of vehicle that is fortified,1,0.0,[0.0]
Vietnam,wheat flour,iron,percent of vehicle that is fortified,1,0.0,[0.0]
Vietnam,wheat flour,vitamin a,percent of vehicle that is fortified,1,0.0,[0.0]
Vietnam,wheat flour,vitamin b1,percent of vehicle that is fortified,1,0.0,[0.0]
Vietnam,wheat flour,vitamin b12,percent of vehicle that is fortified,1,0.0,[0.0]
Vietnam,wheat flour,zinc,percent of vehicle that is fortified,1,0.0,[0.0]
Vietnam,wheat flour,na,percent of vehicle that is industrially produced,2,100.0,"[100.0, 100.0]"
